Date,Product_ID,Product_Name,Sales,Weekday,Month,Year,Day_of_Year
2023-11-23,29,Coffee Machine,32,Thursday,November,2023,327
2023-11-24,29,Coffee Machine,89,Friday,November,2023,328
2023-11-25,29,Coffee Machine,58,Saturday,November,2023,329
2023-11-26,29,Coffee Machine,43,Sunday,November,2023,330
2023-11-27,29,Coffee Machine,25,Monday,November,2023,331
2023-11-28,29,Coffee Machine,23,Tuesday,November,2023,332
2023-11-29,29,Coffee Machine,65,Wednesday,November,2023,333
2023-11-30,29,Coffee Machine,58,Thursday,November,2023,334
2023-12-01,29,Coffee Machine,31,Friday,December,2023,335
2023-12-02,29,Coffee Machine,24,Saturday,December,2023,336
2023-12-03,29,Coffee Machine,16,Sunday,December,2023,337
2023-12-04,29,Coffee Machine,90,Monday,December,2023,338
2023-12-05,29,Coffee Machine,51,Tuesday,December,2023,339
2023-12-06,29,Coffee Machine,55,Wednesday,December,2023,340
2023-12-07,29,Coffee Machine,62,Thursday,December,2023,341
2023-12-08,29,Coffee Machine,87,Friday,December,2023,342
2023-12-09,29,Coffee Machine,19,Saturday,December,2023,343
2023-12-10,29,Coffee Machine,55,Sunday,December,2023,344
2023-12-11,29,Coffee Machine,20,Monday,December,2023,345
2023-12-12,29,Coffee Machine,44,Tuesday,December,2023,346
2023-12-13,29,Coffee Machine,77,Wednesday,December,2023,347
2023-12-14,29,Coffee Machine,18,Thursday,December,2023,348
2023-12-15,29,Coffee Machine,66,Friday,December,2023,349
2023-12-16,29,Coffee Machine,4,Saturday,December,2023,350
2023-12-17,29,Coffee Machine,11,Sunday,December,2023,351
2023-12-18,29,Coffee Machine,92,Monday,December,2023,352
2023-12-19,29,Coffee Machine,96,Tuesday,December,2023,353
2023-12-20,29,Coffee Machine,18,Wednesday,December,2023,354
2023-12-21,29,Coffee Machine,59,Thursday,December,2023,355
2023-12-22,29,Coffee Machine,52,Friday,December,2023,356
2023-12-23,29,Coffee Machine,78,Saturday,December,2023,357
2023-12-24,29,Coffee Machine,3,Sunday,December,2023,358
2023-12-25,29,Coffee Machine,7,Monday,December,2023,359
2023-12-26,29,Coffee Machine,10,Tuesday,December,2023,360
2023-12-27,29,Coffee Machine,71,Wednesday,December,2023,361
2023-12-28,29,Coffee Machine,32,Thursday,December,2023,362
2023-12-29,29,Coffee Machine,78,Friday,December,2023,363
2023-12-30,29,Coffee Machine,87,Saturday,December,2023,364
2023-12-31,29,Coffee Machine,32,Sunday,December,2023,365
2023-01-01,30,Blender,81,Sunday,January,2023,1
2023-01-02,30,Blender,43,Monday,January,2023,2
2023-01-03,30,Blender,52,Tuesday,January,2023,3
2023-01-04,30,Blender,93,Wednesday,January,2023,4
2023-01-05,30,Blender,24,Thursday,January,2023,5
2023-01-06,30,Blender,58,Friday,January,2023,6
2023-01-07,30,Blender,31,Saturday,January,2023,7
2023-01-08,30,Blender,43,Sunday,January,2023,8
2023-01-09,30,Blender,65,Monday,January,2023,9
2023-01-10,30,Blender,64,Tuesday,January,2023,10
2023-01-11,30,Blender,65,Wednesday,January,2023,11
2023-01-12,30,Blender,60,Thursday,January,2023,12
2023-01-13,30,Blender,36,Friday,January,2023,13
2023-01-14,30,Blender,11,Saturday,January,2023,14
2023-01-15,30,Blender,96,Sunday,January,2023,15
2023-01-16,30,Blender,98,Monday,January,2023,16
2023-01-17,30,Blender,60,Tuesday,January,2023,17
2023-01-18,30,Blender,55,Wednesday,January,2023,18
2023-01-19,30,Blender,18,Thursday,January,2023,19
2023-01-20,30,Blender,20,Friday,January,2023,20
2023-01-21,30,Blender,56,Saturday,January,2023,21
2023-01-22,30,Blender,29,Sunday,January,2023,22
2023-01-23,30,Blender,18,Monday,January,2023,23
2023-01-24,30,Blender,87,Tuesday,January,2023,24
2023-01-25,30,Blender,79,Wednesday,January,2023,25
2023-01-26,30,Blender,27,Thursday,January,2023,26
2023-01-27,30,Blender,56,Friday,January,2023,27
2023-01-28,30,Blender,6,Saturday,January,2023,28
2023-01-29,30,Blender,3,Sunday,January,2023,29
2023-01-30,30,Blender,46,Monday,January,2023,30
2023-01-31,30,Blender,94,Tuesday,January,2023,31
2023-02-01,30,Blender,38,Wednesday,February,2023,32
2023-02-02,30,Blender,55,Thursday,February,2023,33
2023-02-03,30,Blender,18,Friday,February,2023,34
2023-02-04,30,Blender,56,Saturday,February,2023,35
2023-02-05,30,Blender,80,Sunday,February,2023,36
2023-02-06,30,Blender,90,Monday,February,2023,37
2023-02-07,30,Blender,57,Tuesday,February,2023,38
2023-02-08,30,Blender,44,Wednesday,February,2023,39
2023-02-09,30,Blender,15,Thursday,February,2023,40
2023-02-10,30,Blender,89,Friday,February,2023,41
2023-02-11,30,Blender,12,Saturday,February,2023,42
2023-02-12,30,Blender,54,Sunday,February,2023,43
2023-02-13,30,Blender,12,Monday,February,2023,44
2023-02-14,30,Blender,77,Tuesday,February,2023,45
2023-02-15,30,Blender,48,Wednesday,February,2023,46
2023-02-16,30,Blender,9,Thursday,February,2023,47
2023-02-17,30,Blender,96,Friday,February,2023,48
2023-02-18,30,Blender,13,Saturday,February,2023,49
2023-02-19,30,Blender,83,Sunday,February,2023,50
2023-02-20,30,Blender,94,Monday,February,2023,51
2023-02-21,30,Blender,71,Tuesday,February,2023,52
2023-02-22,30,Blender,15,Wednesday,February,2023,53
2023-02-23,30,Blender,86,Thursday,February,2023,54
2023-02-24,30,Blender,66,Friday,February,2023,55
2023-02-25,30,Blender,77,Saturday,February,2023,56
2023-02-26,30,Blender,33,Sunday,February,2023,57
2023-02-27,30,Blender,5,Monday,February,2023,58
2023-02-28,30,Blender,25,Tuesday,February,2023,59
2023-03-01,30,Blender,19,Wednesday,March,2023,60
2023-03-02,30,Blender,77,Thursday,March,2023,61
2023-03-03,30,Blender,2,Friday,March,2023,62
2023-03-04,30,Blender,5,Saturday,March,2023,63
2023-03-05,30,Blender,29,Sunday,March,2023,64
2023-03-06,30,Blender,36,Monday,March,2023,65
2023-03-07,30,Blender,17,Tuesday,March,2023,66
2023-03-08,30,Blender,40,Wednesday,March,2023,67
2023-03-09,30,Blender,72,Thursday,March,2023,68
2023-03-10,30,Blender,1,Friday,March,2023,69
2023-03-11,30,Blender,92,Saturday,March,2023,70
2023-03-12,30,Blender,81,Sunday,March,2023,71
2023-03-13,30,Blender,10,Monday,March,2023,72
2023-03-14,30,Blender,23,Tuesday,March,2023,73
2023-03-15,30,Blender,73,Wednesday,March,2023,74
2023-03-16,30,Blender,48,Thursday,March,2023,75
2023-03-17,30,Blender,52,Friday,March,2023,76
2023-03-18,30,Blender,29,Saturday,March,2023,77
2023-03-19,30,Blender,32,Sunday,March,2023,78
2023-03-20,30,Blender,93,Monday,March,2023,79
2023-03-21,30,Blender,8,Tuesday,March,2023,80
2023-03-22,30,Blender,49,Wednesday,March,2023,81
2023-03-23,30,Blender,86,Thursday,March,2023,82
2023-03-24,30,Blender,99,Friday,March,2023,83
2023-03-25,30,Blender,45,Saturday,March,2023,84
2023-03-26,30,Blender,73,Sunday,March,2023,85
2023-03-27,30,Blender,49,Monday,March,2023,86
2023-03-28,30,Blender,2,Tuesday,March,2023,87
2023-03-29,30,Blender,98,Wednesday,March,2023,88
2023-03-30,30,Blender,4,Thursday,March,2023,89
2023-03-31,30,Blender,4,Friday,March,2023,90
2023-04-01,30,Blender,7,Saturday,April,2023,91
2023-04-02,30,Blender,8,Sunday,April,2023,92
2023-04-03,30,Blender,77,Monday,April,2023,93
2023-04-04,30,Blender,17,Tuesday,April,2023,94
2023-04-05,30,Blender,78,Wednesday,April,2023,95
2023-04-06,30,Blender,20,Thursday,April,2023,96
2023-04-07,30,Blender,62,Friday,April,2023,97
2023-04-08,30,Blender,22,Saturday,April,2023,98
2023-04-09,30,Blender,81,Sunday,April,2023,99
2023-04-10,30,Blender,2,Monday,April,2023,100
2023-04-11,30,Blender,85,Tuesday,April,2023,101
2023-04-12,30,Blender,9,Wednesday,April,2023,102
2023-04-13,30,Blender,74,Thursday,April,2023,103
2023-04-14,30,Blender,33,Friday,April,2023,104
2023-04-15,30,Blender,25,Saturday,April,2023,105
2023-04-16,30,Blender,17,Sunday,April,2023,106
2023-04-17,30,Blender,66,Monday,April,2023,107
2023-04-18,30,Blender,60,Tuesday,April,2023,108
2023-04-19,30,Blender,93,Wednesday,April,2023,109
2023-04-20,30,Blender,7,Thursday,April,2023,110
2023-04-21,30,Blender,47,Friday,April,2023,111
2023-04-22,30,Blender,89,Saturday,April,2023,112
2023-04-23,30,Blender,9,Sunday,April,2023,113
2023-04-24,30,Blender,40,Monday,April,2023,114
2023-04-25,30,Blender,64,Tuesday,April,2023,115
2023-04-26,30,Blender,96,Wednesday,April,2023,116
2023-04-27,30,Blender,8,Thursday,April,2023,117
2023-04-28,30,Blender,23,Friday,April,2023,118
2023-04-29,30,Blender,77,Saturday,April,2023,119
2023-04-30,30,Blender,89,Sunday,April,2023,120
2023-05-01,30,Blender,72,Monday,May,2023,121
2023-05-02,30,Blender,20,Tuesday,May,2023,122
2023-05-03,30,Blender,93,Wednesday,May,2023,123
2023-05-04,30,Blender,3,Thursday,May,2023,124
2023-05-05,30,Blender,43,Friday,May,2023,125
2023-05-06,30,Blender,30,Saturday,May,2023,126
2023-05-07,30,Blender,27,Sunday,May,2023,127
2023-05-08,30,Blender,19,Monday,May,2023,128
2023-05-09,30,Blender,20,Tuesday,May,2023,129
2023-05-10,30,Blender,47,Wednesday,May,2023,130
2023-05-11,30,Blender,29,Thursday,May,2023,131
2023-05-12,30,Blender,37,Friday,May,2023,132
2023-05-13,30,Blender,95,Saturday,May,2023,133
2023-05-14,30,Blender,48,Sunday,May,2023,134
2023-05-15,30,Blender,68,Monday,May,2023,135
2023-05-16,30,Blender,25,Tuesday,May,2023,136
2023-05-17,30,Blender,85,Wednesday,May,2023,137
2023-05-18,30,Blender,3,Thursday,May,2023,138
2023-05-19,30,Blender,37,Friday,May,2023,139
2023-05-20,30,Blender,40,Saturday,May,2023,140
2023-05-21,30,Blender,73,Sunday,May,2023,141
2023-05-22,30,Blender,87,Monday,May,2023,142
2023-05-23,30,Blender,32,Tuesday,May,2023,143
2023-05-24,30,Blender,36,Wednesday,May,2023,144
2023-05-25,30,Blender,42,Thursday,May,2023,145
2023-05-26,30,Blender,36,Friday,May,2023,146
2023-05-27,30,Blender,78,Saturday,May,2023,147
2023-05-28,30,Blender,23,Sunday,May,2023,148
2023-05-29,30,Blender,99,Monday,May,2023,149
2023-05-30,30,Blender,72,Tuesday,May,2023,150
2023-05-31,30,Blender,73,Wednesday,May,2023,151
2023-06-01,30,Blender,85,Thursday,June,2023,152
2023-06-02,30,Blender,20,Friday,June,2023,153
2023-06-03,30,Blender,40,Saturday,June,2023,154
2023-06-04,30,Blender,2,Sunday,June,2023,155
2023-06-05,30,Blender,49,Monday,June,2023,156
2023-06-06,30,Blender,15,Tuesday,June,2023,157
2023-06-07,30,Blender,49,Wednesday,June,2023,158
2023-06-08,30,Blender,86,Thursday,June,2023,159
2023-06-09,30,Blender,69,Friday,June,2023,160
2023-06-10,30,Blender,87,Saturday,June,2023,161
2023-06-11,30,Blender,24,Sunday,June,2023,162
2023-06-12,30,Blender,24,Monday,June,2023,163
2023-06-13,30,Blender,11,Tuesday,June,2023,164
2023-06-14,30,Blender,16,Wednesday,June,2023,165
2023-06-15,30,Blender,75,Thursday,June,2023,166
2023-06-16,30,Blender,26,Friday,June,2023,167
2023-06-17,30,Blender,51,Saturday,June,2023,168
2023-06-18,30,Blender,89,Sunday,June,2023,169
2023-06-19,30,Blender,3,Monday,June,2023,170
2023-06-20,30,Blender,49,Tuesday,June,2023,171
2023-06-21,30,Blender,60,Wednesday,June,2023,172
2023-06-22,30,Blender,24,Thursday,June,2023,173
2023-06-23,30,Blender,71,Friday,June,2023,174
2023-06-24,30,Blender,69,Saturday,June,2023,175
2023-06-25,30,Blender,73,Sunday,June,2023,176
2023-06-26,30,Blender,83,Monday,June,2023,177
2023-06-27,30,Blender,25,Tuesday,June,2023,178
2023-06-28,30,Blender,86,Wednesday,June,2023,179
2023-06-29,30,Blender,15,Thursday,June,2023,180
2023-06-30,30,Blender,19,Friday,June,2023,181
2023-07-01,30,Blender,82,Saturday,July,2023,182
2023-07-02,30,Blender,68,Sunday,July,2023,183
2023-07-03,30,Blender,59,Monday,July,2023,184
2023-07-04,30,Blender,52,Tuesday,July,2023,185
2023-07-05,30,Blender,74,Wednesday,July,2023,186
2023-07-06,30,Blender,95,Thursday,July,2023,187
2023-07-07,30,Blender,5,Friday,July,2023,188
2023-07-08,30,Blender,88,Saturday,July,2023,189
2023-07-09,30,Blender,17,Sunday,July,2023,190
2023-07-10,30,Blender,82,Monday,July,2023,191
2023-07-11,30,Blender,57,Tuesday,July,2023,192
2023-07-12,30,Blender,99,Wednesday,July,2023,193
2023-07-13,30,Blender,32,Thursday,July,2023,194
2023-07-14,30,Blender,99,Friday,July,2023,195
2023-07-15,30,Blender,34,Saturday,July,2023,196
2023-07-16,30,Blender,55,Sunday,July,2023,197
2023-07-17,30,Blender,57,Monday,July,2023,198
2023-07-18,30,Blender,12,Tuesday,July,2023,199
2023-07-19,30,Blender,92,Wednesday,July,2023,200
2023-07-20,30,Blender,97,Thursday,July,2023,201
2023-07-21,30,Blender,41,Friday,July,2023,202
2023-07-22,30,Blender,71,Saturday,July,2023,203
2023-07-23,30,Blender,38,Sunday,July,2023,204
2023-07-24,30,Blender,35,Monday,July,2023,205
2023-07-25,30,Blender,89,Tuesday,July,2023,206
2023-07-26,30,Blender,23,Wednesday,July,2023,207
2023-07-27,30,Blender,72,Thursday,July,2023,208
2023-07-28,30,Blender,43,Friday,July,2023,209
2023-07-29,30,Blender,100,Saturday,July,2023,210
2023-07-30,30,Blender,95,Sunday,July,2023,211
2023-07-31,30,Blender,1,Monday,July,2023,212
2023-08-01,30,Blender,87,Tuesday,August,2023,213
2023-08-02,30,Blender,67,Wednesday,August,2023,214
2023-08-03,30,Blender,25,Thursday,August,2023,215
2023-08-04,30,Blender,55,Friday,August,2023,216
2023-08-05,30,Blender,79,Saturday,August,2023,217
2023-08-06,30,Blender,69,Sunday,August,2023,218
2023-08-07,30,Blender,46,Monday,August,2023,219
2023-08-08,30,Blender,21,Tuesday,August,2023,220
2023-08-09,30,Blender,25,Wednesday,August,2023,221
2023-08-10,30,Blender,35,Thursday,August,2023,222
2023-08-11,30,Blender,2,Friday,August,2023,223
2023-08-12,30,Blender,9,Saturday,August,2023,224
2023-08-13,30,Blender,98,Sunday,August,2023,225
2023-08-14,30,Blender,4,Monday,August,2023,226
2023-08-15,30,Blender,49,Tuesday,August,2023,227
2023-08-16,30,Blender,13,Wednesday,August,2023,228
2023-08-17,30,Blender,24,Thursday,August,2023,229
2023-08-18,30,Blender,78,Friday,August,2023,230
2023-08-19,30,Blender,28,Saturday,August,2023,231
2023-08-20,30,Blender,98,Sunday,August,2023,232
2023-08-21,30,Blender,29,Monday,August,2023,233
2023-08-22,30,Blender,73,Tuesday,August,2023,234
2023-08-23,30,Blender,67,Wednesday,August,2023,235
2023-08-24,30,Blender,32,Thursday,August,2023,236
2023-08-25,30,Blender,23,Friday,August,2023,237
2023-08-26,30,Blender,11,Saturday,August,2023,238
2023-08-27,30,Blender,16,Sunday,August,2023,239
2023-08-28,30,Blender,21,Monday,August,2023,240
2023-08-29,30,Blender,68,Tuesday,August,2023,241
2023-08-30,30,Blender,70,Wednesday,August,2023,242
2023-08-31,30,Blender,93,Thursday,August,2023,243
2023-09-01,30,Blender,92,Friday,September,2023,244
2023-09-02,30,Blender,94,Saturday,September,2023,245
2023-09-03,30,Blender,93,Sunday,September,2023,246
2023-09-04,30,Blender,54,Monday,September,2023,247
2023-09-05,30,Blender,91,Tuesday,September,2023,248
2023-09-06,30,Blender,100,Wednesday,September,2023,249
2023-09-07,30,Blender,44,Thursday,September,2023,250
2023-09-08,30,Blender,92,Friday,September,2023,251
2023-09-09,30,Blender,53,Saturday,September,2023,252
2023-09-10,30,Blender,17,Sunday,September,2023,253
2023-09-11,30,Blender,22,Monday,September,2023,254
2023-09-12,30,Blender,12,Tuesday,September,2023,255
2023-09-13,30,Blender,45,Wednesday,September,2023,256
2023-09-14,30,Blender,49,Thursday,September,2023,257
2023-09-15,30,Blender,95,Friday,September,2023,258
2023-09-16,30,Blender,24,Saturday,September,2023,259
2023-09-17,30,Blender,90,Sunday,September,2023,260
2023-09-18,30,Blender,61,Monday,September,2023,261
2023-09-19,30,Blender,38,Tuesday,September,2023,262
2023-09-20,30,Blender,98,Wednesday,September,2023,263
2023-09-21,30,Blender,96,Thursday,September,2023,264
2023-09-22,30,Blender,39,Friday,September,2023,265
2023-09-23,30,Blender,36,Saturday,September,2023,266
2023-09-24,30,Blender,11,Sunday,September,2023,267
2023-09-25,30,Blender,29,Monday,September,2023,268
2023-09-26,30,Blender,63,Tuesday,September,2023,269
2023-09-27,30,Blender,89,Wednesday,September,2023,270
2023-09-28,30,Blender,5,Thursday,September,2023,271
2023-09-29,30,Blender,36,Friday,September,2023,272
2023-09-30,30,Blender,34,Saturday,September,2023,273
2023-10-01,30,Blender,46,Sunday,October,2023,274
2023-10-02,30,Blender,90,Monday,October,2023,275
2023-10-03,30,Blender,56,Tuesday,October,2023,276
2023-10-04,30,Blender,34,Wednesday,October,2023,277
2023-10-05,30,Blender,100,Thursday,October,2023,278
2023-10-06,30,Blender,49,Friday,October,2023,279
2023-10-07,30,Blender,79,Saturday,October,2023,280
2023-10-08,30,Blender,60,Sunday,October,2023,281
2023-10-09,30,Blender,19,Monday,October,2023,282
2023-10-10,30,Blender,50,Tuesday,October,2023,283
2023-10-11,30,Blender,80,Wednesday,October,2023,284
2023-10-12,30,Blender,57,Thursday,October,2023,285
2023-10-13,30,Blender,27,Friday,October,2023,286
2023-10-14,30,Blender,2,Saturday,October,2023,287
2023-10-15,30,Blender,27,Sunday,October,2023,288
2023-10-16,30,Blender,43,Monday,October,2023,289
2023-10-17,30,Blender,34,Tuesday,October,2023,290
2023-10-18,30,Blender,39,Wednesday,October,2023,291
2023-10-19,30,Blender,44,Thursday,October,2023,292
2023-10-20,30,Blender,48,Friday,October,2023,293
2023-10-21,30,Blender,23,Saturday,October,2023,294
2023-10-22,30,Blender,49,Sunday,October,2023,295
2023-10-23,30,Blender,42,Monday,October,2023,296
2023-10-24,30,Blender,3,Tuesday,October,2023,297
2023-10-25,30,Blender,51,Wednesday,October,2023,298
2023-10-26,30,Blender,16,Thursday,October,2023,299
2023-10-27,30,Blender,5,Friday,October,2023,300
2023-10-28,30,Blender,13,Saturday,October,2023,301
2023-10-29,30,Blender,68,Sunday,October,2023,302
2023-10-30,30,Blender,31,Monday,October,2023,303
2023-10-31,30,Blender,73,Tuesday,October,2023,304
2023-11-01,30,Blender,16,Wednesday,November,2023,305
2023-11-02,30,Blender,82,Thursday,November,2023,306
2023-11-03,30,Blender,55,Friday,November,2023,307
2023-11-04,30,Blender,49,Saturday,November,2023,308
2023-11-05,30,Blender,88,Sunday,November,2023,309
2023-11-06,30,Blender,89,Monday,November,2023,310
2023-11-07,30,Blender,36,Tuesday,November,2023,311
2023-11-08,30,Blender,44,Wednesday,November,2023,312
2023-11-09,30,Blender,94,Thursday,November,2023,313
2023-11-10,30,Blender,99,Friday,November,2023,314
2023-11-11,30,Blender,30,Saturday,November,2023,315
2023-11-12,30,Blender,22,Sunday,November,2023,316
2023-11-13,30,Blender,43,Monday,November,2023,317
2023-11-14,30,Blender,24,Tuesday,November,2023,318
2023-11-15,30,Blender,88,Wednesday,November,2023,319
2023-11-16,30,Blender,56,Thursday,November,2023,320
2023-11-17,30,Blender,1,Friday,November,2023,321
2023-11-18,30,Blender,44,Saturday,November,2023,322
2023-11-19,30,Blender,46,Sunday,November,2023,323
2023-11-20,30,Blender,97,Monday,November,2023,324
2023-11-21,30,Blender,79,Tuesday,November,2023,325
2023-11-22,30,Blender,99,Wednesday,November,2023,326
2023-11-23,30,Blender,74,Thursday,November,2023,327
2023-11-24,30,Blender,59,Friday,November,2023,328
2023-11-25,30,Blender,44,Saturday,November,2023,329
2023-11-26,30,Blender,15,Sunday,November,2023,330
2023-11-27,30,Blender,69,Monday,November,2023,331
2023-11-28,30,Blender,41,Tuesday,November,2023,332
2023-11-29,30,Blender,51,Wednesday,November,2023,333
2023-11-30,30,Blender,97,Thursday,November,2023,334
2023-12-01,30,Blender,25,Friday,December,2023,335
2023-12-02,30,Blender,17,Saturday,December,2023,336
2023-12-03,30,Blender,44,Sunday,December,2023,337
2023-12-04,30,Blender,13,Monday,December,2023,338
2023-12-05,30,Blender,38,Tuesday,December,2023,339
2023-12-06,30,Blender,32,Wednesday,December,2023,340
2023-12-07,30,Blender,42,Thursday,December,2023,341
2023-12-08,30,Blender,13,Friday,December,2023,342
2023-12-09,30,Blender,45,Saturday,December,2023,343
2023-12-10,30,Blender,77,Sunday,December,2023,344
2023-12-11,30,Blender,80,Monday,December,2023,345
2023-12-12,30,Blender,29,Tuesday,December,2023,346
2023-12-13,30,Blender,12,Wednesday,December,2023,347
2023-12-14,30,Blender,77,Thursday,December,2023,348
2023-12-15,30,Blender,95,Friday,December,2023,349
2023-12-16,30,Blender,45,Saturday,December,2023,350
2023-12-17,30,Blender,81,Sunday,December,2023,351
2023-12-18,30,Blender,34,Monday,December,2023,352
2023-12-19,30,Blender,5,Tuesday,December,2023,353
2023-12-20,30,Blender,37,Wednesday,December,2023,354
2023-12-21,30,Blender,1,Thursday,December,2023,355
2023-12-22,30,Blender,91,Friday,December,2023,356
2023-12-23,30,Blender,56,Saturday,December,2023,357
2023-12-24,30,Blender,65,Sunday,December,2023,358
2023-12-25,30,Blender,56,Monday,December,2023,359
2023-12-26,30,Blender,42,Tuesday,December,2023,360
2023-12-27,30,Blender,64,Wednesday,December,2023,361
2023-12-28,30,Blender,63,Thursday,December,2023,362
2023-12-29,30,Blender,58,Friday,December,2023,363
2023-12-30,30,Blender,49,Saturday,December,2023,364
2023-12-31,30,Blender,94,Sunday,December,2023,365
2023-01-01,31,Air Fryer,53,Sunday,January,2023,1
2023-01-02,31,Air Fryer,88,Monday,January,2023,2
2023-01-03,31,Air Fryer,46,Tuesday,January,2023,3
2023-01-04,31,Air Fryer,97,Wednesday,January,2023,4
2023-01-05,31,Air Fryer,54,Thursday,January,2023,5
2023-01-06,31,Air Fryer,98,Friday,January,2023,6
2023-01-07,31,Air Fryer,79,Saturday,January,2023,7
2023-01-08,31,Air Fryer,62,Sunday,January,2023,8
2023-01-09,31,Air Fryer,2,Monday,January,2023,9
2023-01-10,31,Air Fryer,91,Tuesday,January,2023,10
2023-01-11,31,Air Fryer,35,Wednesday,January,2023,11
2023-01-12,31,Air Fryer,65,Thursday,January,2023,12
2023-01-13,31,Air Fryer,64,Friday,January,2023,13
2023-01-14,31,Air Fryer,77,Saturday,January,2023,14
2023-01-15,31,Air Fryer,80,Sunday,January,2023,15
2023-01-16,31,Air Fryer,84,Monday,January,2023,16
2023-01-17,31,Air Fryer,35,Tuesday,January,2023,17
2023-01-18,31,Air Fryer,33,Wednesday,January,2023,18
2023-01-19,31,Air Fryer,49,Thursday,January,2023,19
2023-01-20,31,Air Fryer,30,Friday,January,2023,20
2023-01-21,31,Air Fryer,50,Saturday,January,2023,21
2023-01-22,31,Air Fryer,44,Sunday,January,2023,22
2023-01-23,31,Air Fryer,71,Monday,January,2023,23
2023-01-24,31,Air Fryer,6,Tuesday,January,2023,24
2023-01-25,31,Air Fryer,55,Wednesday,January,2023,25
2023-01-26,31,Air Fryer,9,Thursday,January,2023,26
2023-01-27,31,Air Fryer,16,Friday,January,2023,27
2023-01-28,31,Air Fryer,71,Saturday,January,2023,28
2023-01-29,31,Air Fryer,26,Sunday,January,2023,29
2023-01-30,31,Air Fryer,6,Monday,January,2023,30
2023-01-31,31,Air Fryer,17,Tuesday,January,2023,31
2023-02-01,31,Air Fryer,34,Wednesday,February,2023,32
2023-02-02,31,Air Fryer,65,Thursday,February,2023,33
2023-02-03,31,Air Fryer,43,Friday,February,2023,34
2023-02-04,31,Air Fryer,41,Saturday,February,2023,35
2023-02-05,31,Air Fryer,93,Sunday,February,2023,36
2023-02-06,31,Air Fryer,66,Monday,February,2023,37
2023-02-07,31,Air Fryer,96,Tuesday,February,2023,38
2023-02-08,31,Air Fryer,61,Wednesday,February,2023,39
2023-02-09,31,Air Fryer,10,Thursday,February,2023,40
2023-02-10,31,Air Fryer,37,Friday,February,2023,41
2023-02-11,31,Air Fryer,33,Saturday,February,2023,42
2023-02-12,31,Air Fryer,88,Sunday,February,2023,43
2023-02-13,31,Air Fryer,10,Monday,February,2023,44
2023-02-14,31,Air Fryer,72,Tuesday,February,2023,45
2023-02-15,31,Air Fryer,19,Wednesday,February,2023,46
2023-02-16,31,Air Fryer,44,Thursday,February,2023,47
2023-02-17,31,Air Fryer,58,Friday,February,2023,48
2023-02-18,31,Air Fryer,22,Saturday,February,2023,49
2023-02-19,31,Air Fryer,98,Sunday,February,2023,50
2023-02-20,31,Air Fryer,65,Monday,February,2023,51
2023-02-21,31,Air Fryer,41,Tuesday,February,2023,52
2023-02-22,31,Air Fryer,63,Wednesday,February,2023,53
2023-02-23,31,Air Fryer,20,Thursday,February,2023,54
2023-02-24,31,Air Fryer,45,Friday,February,2023,55
2023-02-25,31,Air Fryer,18,Saturday,February,2023,56
2023-02-26,31,Air Fryer,10,Sunday,February,2023,57
2023-02-27,31,Air Fryer,79,Monday,February,2023,58
2023-02-28,31,Air Fryer,5,Tuesday,February,2023,59
2023-03-01,31,Air Fryer,62,Wednesday,March,2023,60
2023-03-02,31,Air Fryer,12,Thursday,March,2023,61
2023-03-03,31,Air Fryer,4,Friday,March,2023,62
2023-03-04,31,Air Fryer,6,Saturday,March,2023,63
2023-03-05,31,Air Fryer,44,Sunday,March,2023,64
2023-03-06,31,Air Fryer,92,Monday,March,2023,65
2023-03-07,31,Air Fryer,37,Tuesday,March,2023,66
2023-03-08,31,Air Fryer,94,Wednesday,March,2023,67
2023-03-09,31,Air Fryer,3,Thursday,March,2023,68
2023-03-10,31,Air Fryer,96,Friday,March,2023,69
2023-03-11,31,Air Fryer,13,Saturday,March,2023,70
2023-03-12,31,Air Fryer,43,Sunday,March,2023,71
2023-03-13,31,Air Fryer,75,Monday,March,2023,72
2023-03-14,31,Air Fryer,62,Tuesday,March,2023,73
2023-03-15,31,Air Fryer,82,Wednesday,March,2023,74
2023-03-16,31,Air Fryer,13,Thursday,March,2023,75
2023-03-17,31,Air Fryer,15,Friday,March,2023,76
2023-03-18,31,Air Fryer,93,Saturday,March,2023,77
2023-03-19,31,Air Fryer,89,Sunday,March,2023,78
2023-03-20,31,Air Fryer,10,Monday,March,2023,79
2023-03-21,31,Air Fryer,87,Tuesday,March,2023,80
2023-03-22,31,Air Fryer,76,Wednesday,March,2023,81
2023-03-23,31,Air Fryer,83,Thursday,March,2023,82
2023-03-24,31,Air Fryer,47,Friday,March,2023,83
2023-03-25,31,Air Fryer,59,Saturday,March,2023,84
2023-03-26,31,Air Fryer,13,Sunday,March,2023,85
2023-03-27,31,Air Fryer,6,Monday,March,2023,86
2023-03-28,31,Air Fryer,1,Tuesday,March,2023,87
2023-03-29,31,Air Fryer,23,Wednesday,March,2023,88
2023-03-30,31,Air Fryer,85,Thursday,March,2023,89
2023-03-31,31,Air Fryer,78,Friday,March,2023,90
2023-04-01,31,Air Fryer,75,Saturday,April,2023,91
2023-04-02,31,Air Fryer,75,Sunday,April,2023,92
2023-04-03,31,Air Fryer,89,Monday,April,2023,93
2023-04-04,31,Air Fryer,64,Tuesday,April,2023,94
2023-04-05,31,Air Fryer,91,Wednesday,April,2023,95
2023-04-06,31,Air Fryer,79,Thursday,April,2023,96
